donation_id,state,age,gender,donor_type,spending_on_food,entertainment
677,TX,22,M,one-time,276,204.67
678,MO,41,M,one-time,251.24,267.67
679,MI,41,F,one-time,236.52,243.23
680,AR,46,F,one-time,300.66,238.23
681,MI,40,M,one-time,219.19,184.67
682,AZ,32,F,one-time,312.24,330.23
683,AR,44,M,one-time,302.01,275.67
684,TX,27,F,one-time,196.44,106.23
685,TX,51,M,one-time,108.91,99.67
686,TX,30,M,one-time,187.94,158.67
687,MI,40,F, ,261.02,224.23
688,AR,46,F,one-time,315.94,298.23
689,LA,39,F,one-time,260.31,211.23
690,AZ,43,F,one-time,185.68,137.23
691,TX,47,F,one-time,306.1,238.23
692,TX,45,F,one-time,148.2,156.23
693,TX,43,M,one-time,418.94,311.67
694,LA,38,F,one-time,485.37,409.23
695,OK,41,F,one-time,286.69,268.23
696,MI,45,F,one-time,367.6,120
697,MO,50,F,recurring,281.47,259.23
698,TX,37,F,recurring,269.58,269.23
699,TX,22,F,recurring,233.54,239.23
700,OK,18,F,recurring,239.36,228.23
701,OK,55,M,one-time,282.24,231.67
702,TX,44,M,one-time,216.13,198.67
703,ND,45,F,one-time,301.08,120
704,OK,39,M,one-time,230.73,233.67
705,LA,25,M,one-time,225.18,255.67
706,LA,41,F,one-time,218.61,120
707,OK,46,M,one-time,344.1,289.67
708,MI,41,M,one-time,282.13,280.67
709,MO,40,M,one-time,237.37,177.67
710,OK,50,M,one-time,271.65,193.67
711,TX,23,M,one-time,176.02,195.67
712,TX,54,M,one-time,175.58,205.67
713,LA,42,M,one-time,386.37,266.67
714,TX,51,M,one-time,300.66,226.67
715,TX,36,F,one-time,159.56,178.23
716,AR,51,M,one-time,353.09,249.67
717,OK,38,F,one-time,186.38,184.23
718,OK,50,M,one-time,321.94,226.67
719,TX,38,F,one-time,471.46,411.23
720,MI,40,F,one-time,230.15,242.23
721,TX,26,M,one-time,243.02,197.67
722,MO,40,M,one-time,315.44,321.67
723,AZ,19,M,one-time,255.84,245.67
724,MI,42,M,one-time,281.51,274.67
725,MO,22,F,one-time,321.05,120
726,NM,41,F,recurring,339.72,290.23
727,AR,32,F,one-time,341.28,303.23
728,SD,43,F,one-time,181.39,86.23
729,MO,49, ,one-time,401.14,283
730,LA,31,F,one-time,180.84,196.23
731,MO,38,M,one-time,273.8,252.67
732,TX,33,F,one-time,181.92,120
733,NM,46,F,one-time,168.52,102.23
734,NM,48,M,recurring,254.49,173.67
735,TX,33,M,one-time,243.53,251.67
736,TX,50,F,one-time,159.9,165.23
737,TX,35,F,one-time,211.43,226.23
738,MO,29,M,one-time,373.73,271.67
739,NM,33,F, ,388.35,120
740,LA,39,M,one-time,220.52,179.67
741,TX,37,F,one-time,256.84,251.23
742,TX,63,M,one-time,277.16,217.67
743,SD,29,M,one-time,295.64,378.67
744,NM,35,F,one-time,185.03,187.23
745,MO,42,M,one-time,316.28,331.67
746,AZ,50,F,one-time,298.23,120
747,MI,39,M,recurring,269.88,302.67
748,AR,47,F,one-time,236.75,236.23
749,TX,25,M,one-time,372.42,370.67
750,MI,47,F,one-time,256.19,262.23
751,AR,32,F,one-time,349.09,120
752,AR,29,F,one-time,232.21,120
753,TX,36,M,recurring,409.86,341.67
754,AZ,41,F,one-time,240.04,120
755,OK,44,F,one-time,249.01,247.23
756,MO,39,F,one-time,265.43,259.23
757,AR,43,M,one-time,365.43,282.67
758,TX,41,M,one-time,300.48,206.67
759,TX,32,F,one-time,307.99,360.23
760,TX,39,F,one-time,256.83,120
761,SD,41,M,one-time,159.7,136.67
762,OK,43,F,one-time,279.28,199.23
763,MI,34,M,one-time,242.71,247.67
764,OK,30,F,one-time,276.85,240.23
765,TX,50,M,one-time,292.86,181.67
766,OK,40,F,one-time,250.13,208.23
767,OK,39,F,one-time,257.31,120
768,TX,55,F,one-time,420.96,324.23
769,LA,30,F,one-time,320.27,267.23
770,TX,50,F,one-time,110.38,90.23
771,MI,47,M, ,194.89,92.67
772,MI,51,M,recurring,217.56,172.67
773,OK,43,F,one-time,196.94,175.23
774,AR,36,M,one-time,187.91,131.67
775,AR,31,F,one-time,348.22,322.23
776,TX,44,M,recurring,395.39,344.67
777,OK,42,M,one-time,253.95,200.67
778,TX,38,M,one-time,207.53,236.67
779,OK,37,M,one-time,247.42,245.67
780,TX,46,F,recurring,173.77,189.23
781,LA,50,M,one-time,124.43,131.67
782,LA,34,F,one-time,299.01,249.23
783,TX,39,M,one-time,214.23,196.67
784,TX,43,M,one-time,262.24,220.67
785,AR,30,F,one-time,312.7,120
786,TX,57,F,one-time,242.73,149.23
787,TX,32,M,one-time,331.99,314.67
788,TX,44,F,recurring,162.81,109.23
789,OK,24,M,one-time,206.11,178.67
790,NM,27,M,recurring,308.18,272.67
791,AZ,47,F,one-time,244.23,120
792,NM,51,F,one-time,419.55,120
793,AZ,34,M,one-time,346.11,249.67
794,TX,46,M,one-time,306.09,301.67
795,OK,38,F,one-time,143.27,69.23
796,LA,43,F,one-time,182.57,201.23
797,MI,32,M, ,270.96,256.67
798,OK,34, ,one-time,195.23,99
799,TX,47,M,one-time,315.28,249.67
800,TX,47,F,one-time,355.34,298.23
801,SD,35,F,one-time,175.17,127.23
802,TX,35,F,one-time,339.54,305.23
803,LA,49,M,one-time,172.61,148.67
804,AR,40,F,one-time,344.42,281.23
805,LA,48,F,one-time,320.02,120
806,AZ,44,F,one-time,185.93,154.23
807,OK,20,F,one-time,305.41,321.23
808,TX,41,F, ,322.05,307.23
809,LA,42,M,one-time,309.69,321.67
810,LA,45, ,one-time,280.94,202
811,MO,41,M,one-time,296.21,275.67
812,LA,35,F,one-time,246.51,213.23
813,AR,39,F,one-time,174.67,160.23
814,TX,25,M,one-time,306.01,227.67
815,OK,46,F,one-time,138.37,110.23
816,OK,51,F,one-time,234.38,158.23
817,AR,39,F,one-time,405.31,323.23
818,NM,43,M,one-time,406.95,357.67
819,TX,41,M,one-time,274.1,233.67
820,TX,43,M,one-time,249.04,289.67
821,OK,35,M,one-time,233.1,235.67
822,MI,52, ,one-time,251.97,112
823,TX,44,F,one-time,259.54,205.23
824,OK,34,F,one-time,246.04,240.23
825,SD,44,M,one-time,236.18,207.67
826,MI,28,F,one-time,169.46,116.23
827,MI,45,F,recurring,170.97,222.23
828,TX,40,M,one-time,221.64,195.67
829,MI,36,M,one-time,211.1,249.67
830,LA,40,F,one-time,165.05,128.23
831,MO,41,M,recurring,300.18,343.67
832,TX,18,M,one-time,219.37,214.67
833,NM,41,F,one-time,166.12,172.23
834,MO,36,F,one-time,181.54,157.23
835,AZ,39,M,one-time,246.48,227.67
836,MO,35,M,one-time,265.25,247.67
837,AZ,26,F,one-time,158.56,88.23
838,NM,43,F,one-time,207.17,183.23
839,OK,50,M,one-time,218.63,170.67
840,TX,34,F,one-time,218.3,120
841,SD,50,M,one-time,310.47,232.67
842,OK,41,M,one-time,235.73,266.67
843,OK,47,F,one-time,236.84,208.23
844,LA,40,M,one-time,133.94,117.67
845,TX,53,M,one-time,172.64,154.67
846,AR,37,M,one-time,330.88,276.67
847,OK,29,F,one-time,203.67,172.23
848,SD,44,F,recurring,331.67,120
849,MO,34,M,one-time,283.99,248.67
850,MI,30,F,one-time,182.76,150.23
851,OK,37,M,one-time,213.07,168.67
852,AR,41,F,one-time,276.54,207.23
853,TX,38,M,one-time,277.21,215.67
854,OK,35,M,recurring,322.42,276.67
855,TX,37,M,one-time,319.17,334.67
856,AZ,38,F,one-time,294.51,120
857,TX,46,M,one-time,315.7,215.67
858,SD,42,F,one-time,288.35,238.23
859,TX,22,M,one-time,316.14,286.67
860,AZ,33,M,one-time,292.39,255.67
861,MI,39,M,one-time,198.66,188.67
862,AR,47,M,one-time,244.51,208.67
863,TX,39,M,one-time,324.8,310.67
864,TX,36,F,one-time,284.37,313.23
865,ND,33,M,one-time,392.27,341.67
866,AR,38,F,one-time,258.39,256.23
867,TX,29,F,one-time,271.22,120
868,LA,36,F,recurring,253.61,194.23
869,OK,61,M,one-time,136.23,104.67
870,MI,39,M,one-time,305.53,317.67
871,MI,36,F,one-time,450.19,357.23
872,OK,34,F,one-time,322.56,326.23
873,SD,45,F,one-time,299.14,338.23
874,MO,34,M,one-time,389.18,326.67
875,TX,36,F,one-time,358.35,120
876,TX,28,M,one-time,271.14,268.67
877,TX,37,M,one-time,263.12,249.67
878,MI,25, ,one-time,368.21,211
879,AR,33,F,one-time,120.15,68.23
880,TX,49,F,one-time,277.16,227.23
881,TX,55,M,one-time,268.53,186.67
882,TX,37,M,one-time,351.15,275.67
883,AR,34,F,one-time,341.38,120
884,TX,43,F,one-time,362.14,120
885,LA,30,M,one-time,231.58,233.67
886,AR,44,M,one-time,316.08,348.67
887,LA,45,M,one-time,319.85,247.67
888,NM,39,F,one-time,258.91,120
889,LA,30,M,one-time,177.86,96.67
890,OK,35,M,one-time,261.43,185.67
891,OK,47,M,one-time,309.83,282.67
892,TX,39,M,one-time,218.45,259.67
893,TX,35,M,one-time,269.59,289.67
894,OK,48,M,one-time,272.62,224.67
895,NM,55,M,one-time,219.72,245.67
896,TX,40,F,one-time,361.61,311.23
897,LA,42,M,one-time,314.64,301.67
898,MO,48,F,recurring,261.64,219.23
899,TX,34,F,one-time,256.26,120
900,TX,49,M,one-time,209.64,123.67
901,TX,22,F,one-time,226.54,290.23
902,NM,38,F,one-time,369.55,338.23
903,AZ,40,M,one-time,246.07,237.67
904,TX,35,M,one-time,191.35,214.67
905,TX,38,M,one-time,275.11,262.67
906,OK,26,M,one-time,356.29,296.67
907,AR,39,F,one-time,238.34,172.23
908,TX,38,F,one-time,287.4,120
909,LA,42,M,recurring,369.76,374.67
910,AZ,41,M,one-time,275.74,234.67
911,TX,40,F,one-time,158.2,176.23
912,TX,29,F,one-time,378.58,258.23
913,TX,27,F,one-time,250.87,213.23
914,OK,46,F,one-time,267.8,315.23
915,AR,39,M,one-time,276.96,208.67
916,OK,29,M,one-time,192.64,132.67
917,TX,25,M,one-time,233.23,203.67
918,OK,56,F,recurring,342.13,120
919,LA,27,F, ,205.58,241.23
920,TX,42,M,one-time,264.78,212.67
921,AR,47,F,one-time,211.84,150.23
922,TX,56,M,one-time,202.11,177.67
923,TX,41,M,one-time,290.39,327.67
924,OK,48,M,one-time,187.87,152.67
925,AR,39,M,one-time,306.55,233.67
926,SD,43,M,one-time,228.56,180.67
927,AZ,34,M,one-time,267.25,212.67
928,MO,42,M,one-time,493.68,407.67
929,AZ,20,F,one-time,306.04,287.23
930,OK,48,F,recurring,262.15,284.23
931,AZ,50,F,one-time,240.37,151.23
932,NM,28,F,one-time,245.97,191.23
933,AR,52,F,one-time,326.9,302.23
934,AZ,49,M,recurring,225.94,243.67
935,MO,36,M,one-time,266.22,237.67
936,OK,37,M,one-time,418.39,396.67
937,NM,32,M, ,243.61,205.67
938,MO,36,M,one-time,293.87,285.67
939,AR,43,M,one-time,232.3,229.67
940,AR,30,F,recurring,272.32,120
941,TX,32,M,one-time,241.28,232.67
942,AR,28,F,one-time,152.27,191.23
943,MI,43,F,one-time,218.52,178.23
944,TX,41,F,one-time,331.79,258.23
945,MO,35,F,one-time,302.08,267.23
946,TX,51,F,one-time,306.32,286.23
947,MO,41,F, ,287.64,212.23
948,AR,33,F,one-time,261.48,120
949,AZ,39,F,one-time,271.28,158.23
950,OK,35,F,one-time,222.16,166.23
951,OK,36, ,one-time,399.58,300
952,AR,36,M,one-time,422.35,384.67
953,MI,54,F,one-time,109.96,130.23
954,OK,24,M,one-time,398.98,356.67
955,MO,26,F,one-time,299.39,120
956,OK,37,F,one-time,290.85,277.23
957,MO,28,F,recurring,397.45,335.23
958,MI,41,M,one-time,229.62,243.67
959,MO,28,M,one-time,209.25,103.67
960,MI,43, ,one-time,181.09,58
961,OK,43,F,one-time,156.97,198.23
962,MI,29,F,one-time,208.41,219.23
963,TX,45,F,one-time,280.34,120
964,NM,31,M,one-time,315.15,292.67
965,OK,34,F,one-time,209.23,171.23
966,AR,42,F,recurring,346.15,272.23
967,LA,47,F,one-time,267.35,213.23
968,AR,42,M, ,256.76,193.67
969,NM,47,F,one-time,266.22,245.23
970,OK,49,F,one-time,361.43,273.23
971,LA,41,F, ,367.43,120
972,LA,43, ,recurring,313.44,230
973,TX,35,M,one-time,367.44,315.67
974,OK,42,M, ,106.87,98.67
975,OK,49,F,one-time,185.51,208.23
976,AZ,37,F,one-time,223.48,120
977,OK,49, ,one-time,345.91,214
978,OK,46,F,one-time,254.42,256.23
979,TX,43,F,one-time,219.7,219.23
980,TX,38,M,one-time,304.98,343.67
981,MI,31, ,one-time,288.67,137
982,TX,33,F,recurring,305.99,120
983,MO,27, ,one-time,228.79,100
984,OK,40,M,one-time,356.21,338.67
985,TX,44,M,one-time,333.2,304.67
986,ND,41,F,one-time,268.33,227.23
987,OK,48,M,one-time,306.24,283.67
988,TX,48,F,one-time,173.47,206.23
989,NM,32,M,recurring,382.81,345.67
990,TX,35,F,one-time,300.96,293.23
991,MO,43,M,one-time,208.29,247.67
992,MO,29,F,recurring,362.52,336.23
993,LA,39,F,one-time,240.74,269.23
994,LA,37,F,one-time,244.43,211.23
995,TX,44,M,one-time,199.4,216.67
996,OK,36,M,one-time,315.82,260.67
997,NM,35,M,one-time,244.64,204.67
998,SD,39,M,one-time,300.78,261.67
999,LA,35,M,one-time,352.32,326.67
1000,TX,46,M,one-time,271.15,216.67
1001,MO,22,F, ,188.45,239.23
1002,OK,38,F,recurring,240.63,120
1003,AR,47,F,one-time,325.03,255.23
1004,LA,36, ,one-time,220.39,118
1005,TX,46,M,one-time,258.13,211.67
1006,MO,39,F,one-time,300.27,277.23
1007,OK,42,F,one-time,283.75,316.23
1008,MO,39,F,one-time,410.43,392.23
1009,TX,28,M,one-time,336.88,227.67
1010,TX,41,F,one-time,348.31,120
1011,MO,42,F,one-time,247.76,120
1012,OK,43,F,one-time,244.26,194.23
1013,MO,47,F,one-time,398.48,283.23
1014,NM,33,M,one-time,274.32,238.67
1015,MO,34,M,recurring,213.26,171.67
1016,TX,59,F,one-time,297.29,286.23
1017,SD,37,F,one-time,276.98,261.23
1018,TX,44,F,one-time,322.21,342.23
1019,TX,44,M,one-time,277.18,257.67
1020,TX,40,M,one-time,276.91,195.67
1021,OK,44,M,one-time,258.28,311.67
1022,AR,34,M,one-time,318.76,265.67
1023,TX,38,F,one-time,252.48,120
1024,AR,49,M,recurring,251.84,272.67
1025,TX,28,M,recurring,325.69,377.67
1026,LA,29,M,one-time,303.04,220.67
1027,AR,35,F,recurring,272.51,265.23
1028,OK,37,M,one-time,298.01,278.67
1029,TX,46,F,recurring,286.69,120
1030,MO,41,F, ,255.01,257.23
1031,OK,45,F,one-time,318.33,120
1032,TX,33,F,recurring,231.91,170.23
1033,TX,22,M,one-time,264.15,235.67
1034,NM,38,M,one-time,235.18,148.67
1035,AZ,42,M,one-time,268.43,226.67
1036,TX,44,M,one-time,180.4,197.67
1037,TX,42,M,one-time,369.97,334.67
1038,AR,38,M,one-time,278.79,247.67
1039,OK,52,F,one-time,253.7,259.23
1040,TX,41,F,one-time,352.28,120
1041,TX,38,M,recurring,371.75,310.67
1042,OK,35,M,recurring,296.18,300.67
1043,AR,40,F,one-time,218.5,235.23
1044,MI,47,F,one-time,226.21,220.23
1045,TX,36,F,one-time,253.47,298.23
1046,MI,40,M,one-time,275.13,243.67
1047,TX,48,M,one-time,189.45,187.67
1048,AR,48,M,one-time,368.02,352.67
1049,MO,22,M,one-time,104.26,124.67
1050,SD,38,M,one-time,254.97,207.67
1051,AZ,38,F,recurring,364.58,345.23
1052,MO,46,M,one-time,239.49,216.67
1053,TX,49,M,one-time,310.84,291.67
1054,MO,34,M,one-time,345.14,280.67
1055,TX,36,M,one-time,303.06,325.67
1056,LA,37,F,one-time,254.33,202.23
1057,MI,44,M,one-time,297.89,297.67
1058,AR,40,M,one-time,169.34,172.67
1059,TX,51,M,one-time,193.78,195.67
1060,AR,40, ,one-time,351.01,273
1061,OK,40,F,one-time,382.3,368.23
1062,TX,33,F,one-time,430.13,120
1063,TX,43,F,one-time,249.86,220.23
1064,AR,38,F,one-time,233.85,120
1065,TX,44,M,one-time,313.75,301.67
1066,TX,48,M,one-time,236.34,176.67
1067,AZ,35,M,one-time,315.48,288.67
1068,OK,49,M,one-time,188.23,170.67
1069,OK,22,M,one-time,268.79,288.67
1070,LA,27,M,one-time,273.36,236.67
1071,TX,46,F,recurring,240.17,166.23
1072,OK,31,F,one-time,324.41,235.23
1073,MI,52,M,one-time,176.56,131.67
1074,MI,41,F,one-time,312.03,257.23
1075,OK,24,M,one-time,283.08,344.67
1076,AR,32,M,one-time,271.91,263.67
1077,OK,35,F,one-time,328.7,120
1078,MO,43,M,one-time,299.99,281.67
1079,MO,46,M,one-time,264.02,238.67
1080,TX,35,M,recurring,228.58,221.67
1081,TX,22,M,one-time,243.97,213.67
1082,OK,62,M,one-time,111.41,108.67
1083,OK,27,M,one-time,156.09,152.67
1084,MO,47,M,one-time,259.69,272.67
1085,MI,32,M,recurring,248.72,224.67
1086,TX,29,F,one-time,336.26,120
1087,TX,38,M,one-time,233.85,185.67
1088,TX,54,F,one-time,175.6,207.23
1089,AR,35,F,one-time,330.19,269.23
1090,TX,41,F,recurring,252.43,267.23
1091,LA,36,M,one-time,255.94,218.67
1092,AR,37,M,one-time,215.51,161.67
1093,TX,41,F,one-time,288.94,260.23
1094,MO,44,M,one-time,296.8,286.67
1095,TX,36,M,one-time,220.87,161.67
1096,MI,63,F,one-time,208.52,249.23
1097,NM,33,F,one-time,306.29,292.23
1098,AR,58,F,one-time,328.71,264.23
1099,TX,38,F,one-time,327.71,325.23
1100,AZ,35,F,one-time,261.71,231.23
1101,LA,39,M,recurring,350.12,315.67
1102,AR,54,F,one-time,379.12,297.23
1103,MI,32,M, ,356.17,278.67
1104,AR,31,M,one-time,305.57,326.67
1105,AR,45,M,recurring,382.6,313.67
1106,SD,39,F,one-time,169.49,200.23
1107,AR,37,F,recurring,289.66,332.23
1108,MI,41,F,one-time,386.25,380.23
1109,AZ,49,F,one-time,247,238.23
1110,OK,52,F,one-time,341.54,377.23
1111,MO,41,M,one-time,88.33,85.67
1112,OK,39,F,one-time,250.15,206.23
1113,TX,45,M,one-time,302.54,258.67
1114,TX,53,M,recurring,302.09,208.67
1115,TX,42,M,recurring,236.76,157.67
1116,OK,57,F,one-time,324.05,318.23
1117,TX,38,F,recurring,219.19,185.23
1118,LA,34,M,one-time,236.96,203.67
1119,OK,40,M,one-time,335.81,255.67
1120,MI,35,M,one-time,279.7,203.67
1121,MI,45,M,one-time,308.59,267.67
1122,TX,25,F,one-time,386.62,333.23
1123,NM,27,M,recurring,132.78,155.67
1124,LA,43,F,one-time,314.33,262.23
1125,MO,38,M,one-time,342.73,288.67
1126,AZ,29,M,one-time,316.86,283.67
1127,TX,43,M,one-time,366.13,270.67
1128,TX,22,M,recurring,286.72,225.67
1129,AR,35,M,one-time,305.69,324.67
1130,MO,36,F,one-time,268.85,213.23
1131,MI,36, ,one-time,271.13,156
1132,AR,44,F,one-time,254.49,120
1133,AZ,33,F,one-time,280.38,299.23
1134,AR,45,F,one-time,261.02,159.23
1135,MO,49,M,one-time,336,246.67
1136,TX,46,M,one-time,162.88,134.67
1137,TX,45,M,one-time,287.03,230.67
1138,MI,48,F,one-time,405.8,310.23
1139,AZ,43,F,one-time,242.85,247.23
1140,AZ,33,F,one-time,324.94,120
1141,AR,39, ,one-time,280.45,183
1142,TX,43,F,one-time,215.75,120
1143,OK,58,F,one-time,138.02,51.23
1144,AR,40,F,one-time,124.42,97.23
1145,ND,39,M,one-time,236.68,192.67
1146,TX,41,M,one-time,209.67,194.67
1147,TX,40,F,one-time,339.88,120
1148,SD,47,F,one-time,283.57,120
1149,AR,42,M,one-time,222.03,240.67
1150,OK,41,F,one-time,168.62,188.23
1151,AR,58,M,one-time,276.42,231.67
1152,AR,40,M,one-time,429.27,328.67
1153,OK,46,F,one-time,246.58,216.23
1154,AZ,36,F,one-time,303.08,292.23
1155,SD,39,M, ,242.32,233.67
1156,AZ,38,F,one-time,317.05,120
1157,TX,48, ,one-time,291.68,236
1158,MO,54,M,one-time,136.69,159.67
1159,TX,45,F,one-time,377.92,120
1160,MO,27,M,one-time,176.19,135.67
1161,AR,57,M,one-time,375.43,348.67
1162,OK,58,M,recurring,339.81,251.67
1163,OK,30,M,one-time,403.24,349.67
1164,TX,46,F,one-time,308.66,258.23
1165,AZ,33,M,one-time,197.97,135.67
1166,MO,50,M,one-time,278.24,247.67
1167,TX,47,M,one-time,62.85,105.67
1168,OK,31,F,one-time,376.64,120
1169,MO,48,M,one-time,372.17,348.67
1170,OK,38,M,recurring,164.09,156.67
1171,NM,33,F,one-time,353.73,267.23
1172,LA,43,M,one-time,263.63,230.67
1173,ND,29,F,one-time,272.67,258.23
1174,AZ,41,M,one-time,329.61,265.67
1175,TX,34,F,recurring,395.23,120
1176,AZ,42,M,one-time,239.41,269.67
1177,OK,31,M,one-time,448.25,418.67
1178,LA,30,F,one-time,209.4,120
1179,TX,26,F,recurring,173.19,183.23
1180,MO,47,F,one-time,376.22,351.23
1181,TX,52,M,one-time,201.04,213.67
1182,MI,43,F,one-time,288.09,292.23
1183,MO,35,F,one-time,215.22,164.23
1184,NM,47,F,one-time,296.88,187.23
1185,AR,46,M,one-time,309.36,248.67
1186,AR,41,M,one-time,122.23,136.67
1187,TX,43,F,one-time,271.32,258.23
1188,SD,47,M,one-time,252.19,200.67
1189,AR,30,F,one-time,262.44,281.23
1190,LA,45,F,one-time,255.05,120
1191,AZ,36,F,one-time,221.28,277.23
1192,OK,57,F,one-time,290.51,224.23
1193,TX,42,F,recurring,236.59,152.23
1194,AZ,44,F,one-time,242.45,168.23
1195,TX,48,F,recurring,162.1,120
1196,TX,25, ,one-time,348.28,165
1197,SD,43,M,one-time,202.75,146.67
1198,AR,42,F,one-time,279.87,310.23
1199,TX,35,M,one-time,212.83,209.67
1200,OK,43,F,recurring,214.33,178.23
1201,MO,34,M,recurring,306.32,268.67
1202,NM,40,M,one-time,184.81,239.67
1203,TX,30,F,one-time,231.72,226.23
1204,TX,34,F,one-time,251.69,233.23
1205,OK,34,M,one-time,340.84,343.67
1206,TX,38,F,one-time,422.73,120
1207,MI,34,M,one-time,201.12,178.67
1208,TX,53,M,one-time,228.11,190.67
1209,OK,34,F,one-time,366.89,120
1210,TX,38,M,one-time,171.09,165.67
1211,MO,34,M,recurring,144.8,144.67
1212,MO,26,M,one-time,240.84,209.67
1213,TX,33,M,one-time,163.7,202.67
1214,TX,50,F,one-time,276.87,120
1215,MI,37,F,one-time,82.96,103.23
1216,TX,32,F,one-time,221.64,247.23
1217,MO,30,F,one-time,266.11,120
1218,TX,52,F,one-time,306.72,334.23
1219,TX,48,M,one-time,248.94,222.67
1220,TX,43,M,one-time,219.77,174.67
1221,AZ,22, ,one-time,424.52,309
1222,LA,44,M,one-time,290.13,277.67
1223,NM,46,F,recurring,254.59,142.23
1224,AR,25,M,one-time,195.23,201.67
1225,LA,33,M,one-time,204.89,121.67
1226,AZ,56,F,one-time,144.58,174.23
1227,MO,29,F,one-time,203,200.23
1228,MI,42,M,one-time,321.7,293.67
1229,MI,40,F,one-time,271.42,230.23
1230,OK,40,M,one-time,404.2,342.67
1231,TX,37,M,one-time,394.75,312.67
1232,TX,43,M,one-time,253.15,214.67
1233,NM,45,M,one-time,260.94,216.67
1234,TX,36, ,one-time,186.28,129
1235,OK,49,F,one-time,348.08,323.23
1236,LA,22,M,one-time,356.47,260.67
1237,MO,27,M,one-time,261.31,196.67
1238,TX,47,M,one-time,393.49,426.67
1239,TX,39,F,one-time,235.66,217.23
1240,AR,28,M,one-time,353.37,305.67
1241,LA,24,F,one-time,204.88,212.23
1242,OK,47, ,one-time,252.71,125
1243,AR,34,M,one-time,322.82,273.67
1244,OK,35,F,one-time,285.98,275.23
1245,SD,36,M,one-time,424.69,383.67
1246,SD,39,M,one-time,219.78,194.67
1247,LA,35,M,one-time,206.54,201.67
1248,OK,52,M,one-time,181.46,113.67
1249,OK,25,M,one-time,209.4,216.67
1250,TX,36,F,one-time,260.67,251.23
1251,AZ,50,F,one-time,370.67,281.23
1252,TX,35,M,one-time,255.52,161.67
1253,SD,36,M,one-time,337.47,243.67
1254,OK,41,M,one-time,266.67,274.67
1255,ND,41,F,one-time,207.62,206.23
1256,TX,53,M,one-time,253.4,192.67
1257,AR,31,F,one-time,305.7,306.23
1258,OK,42,M,one-time,287.99,288.67
1259,NM,30,M,one-time,265.03,288.67
1260,OK,37,F,one-time,235.31,211.23
1261,MO,50,M,one-time,387.06,319.67
1262,OK,41,M,one-time,126.74,62.67
1263,NM,50,M,one-time,284.08,319.67
1264,MO,31,M,one-time,352.49,315.67
1265,TX,49,M, ,308.72,256.67
1266,MI,41,F,one-time,299.9,231.23
1267,AR,49,F,one-time,297.45,311.23
1268,TX,45,M,one-time,203.4,216.67
1269,TX,37,M,one-time,357.69,319.67
1270,TX,51,M,recurring,344.98,324.67
1271,TX,56,F,one-time,224.03,155.23
1272,TX,43,M,one-time,214.65,160.67
1273,LA,33,F,one-time,214.2,235.23
1274,OK,46,F,one-time,433.25,428.23
1275,AR,47,M,one-time,213.7,185.67
1276,LA,55,M,one-time,266.76,168.67
1277,OK,46,M,one-time,314.41,294.67
1278,TX,33,M,one-time,334.41,277.67
1279,MO,39,F,one-time,200.06,116.23
1280,TX,42, ,recurring,277.48,185
1281,AR,53,F,one-time,138.84,186.23
1282,TX,34,M,one-time,239.14,234.67
1283,AR,50,M,one-time,243.35,210.67
1284,LA,27,F,one-time,384.16,363.23
1285,NM,38,F,one-time,392.89,323.23
1286,MI,36,F,one-time,288.08,224.23
1287,OK,20,F,one-time,354.78,120
1288,NM,34,M,one-time,193.36,152.67
1289,LA,44,F,one-time,239.45,274.23
1290,MO,23,M,one-time,340.07,306.67
1291,TX,40, ,one-time,290.66,133
1292,TX,26,F,one-time,229.32,192.23
1293,MI,37,F,one-time,172.87,217.23
1294,TX,30,F,recurring,360.84,382.23
1295,MO,44,F,one-time,387.59,312.23
1296,TX,19,M,one-time,314.9,277.67
1297,OK,27,M,one-time,312.86,260.67
1298,SD,42,M,one-time,294.03,193.67
1299,LA,42,F,one-time,375.53,120
1300,SD,50,M,one-time,363.81,254.67
1301,TX,44,F,one-time,323.94,273.23
1302,AR,44,M,one-time,257.91,226.67
1303,MO,48,M,one-time,104.07,90.67
1304,AR,37,M,one-time,290.13,259.67
1305,LA,39,M,one-time,248.56,181.67
1306,MI,51,M,one-time,238.57,140.67
1307,NM,62,F,one-time,284.73,239.23
1308,MI,28,F,one-time,234.06,120
1309,LA,33,F,one-time,226.18,276.23
1310,TX,30,M,one-time,262.06,248.67
1311,TX,39,F,one-time,289.83,231.23
1312,MO,37, ,one-time,219.59,71
1313,TX,38,F,one-time,196.31,173.23
1314,TX,40,F,one-time,283.02,279.23
1315,MO,47,M,one-time,212.03,151.67
1316,OK,31,M,one-time,196.22,200.67
1317,AR,45,F,one-time,211.45,157.23
1318,AR,28,F,recurring,262.25,245.23
1319,OK,45,F,one-time,115.26,115.23
1320,SD,44,F,recurring,268.12,207.23
1321,ND,46,M,one-time,292.1,207.67
1322,LA,36,M,one-time,290.98,258.67
1323,TX,33,M,one-time,137.78,162.67
1324,TX,26,M,one-time,388.33,317.67
1325,OK,43,M,one-time,191.87,209.67
1326,OK,54, ,one-time,180.72,109
1327,MI,31,F,recurring,247.64,241.23
1328,TX,44,M,one-time,129.05,78.67
1329,AR,42, ,one-time,254.95,191
1330,LA,39,M,one-time,267.23,243.67
1331,AZ,41,F,one-time,136.32,147.23
1332,AZ,39,M,one-time,319.46,322.67
1333,MO,39, ,recurring,178.54,131
